date,tasks_created,overdue_last_3d,high_priority,avg_duration,active_today,label_zaval
2046-12-15,3,0,2,4.51,2,0
2046-12-16,4,1,2,3.76,4,0
2046-12-17,5,1,0,3.04,5,0
2046-12-18,5,4,3,4.88,8,1
2046-12-19,2,1,1,3.48,6,0
2046-12-20,6,4,4,4.06,10,1
2046-12-21,4,5,4,4.85,11,1
2046-12-22,2,2,0,3.63,2,0
2046-12-23,2,5,4,2.84,10,1
2046-12-24,4,5,4,1.8,10,1
2046-12-25,3,1,2,2.92,2,0
2046-12-26,5,4,3,4.98,10,1
2046-12-27,3,1,2,2.41,6,0
2046-12-28,3,0,2,1.88,5,0
2046-12-29,4,3,3,4.26,10,1
2046-12-30,3,2,1,3.14,6,0
2046-12-31,6,2,0,2.18,2,0
2047-01-01,3,2,2,4.61,5,0
2047-01-02,4,5,4,4.82,9,1
2047-01-03,7,1,1,2.13,6,0
2047-01-04,2,2,0,3.49,2,0
2047-01-05,5,1,0,3.93,3,0
2047-01-06,3,3,4,2.45,11,1
2047-01-07,6,5,3,3.14,9,1
2047-01-08,3,2,0,2.87,5,0
2047-01-09,4,3,4,4.04,11,1
2047-01-10,6,5,5,3.79,9,1
2047-01-11,5,0,0,3.58,3,0
2047-01-12,2,3,3,4.61,9,1
2047-01-13,7,4,3,4.51,9,1
2047-01-14,3,3,3,4.66,8,1
2047-01-15,4,0,2,4.63,3,0
2047-01-16,3,2,2,4.61,4,0
2047-01-17,1,4,4,1.66,9,1
2047-01-18,3,0,1,4.76,2,0
2047-01-19,2,2,0,1.63,6,0
2047-01-20,1,0,1,1.6,4,0
2047-01-21,6,1,2,3.54,3,0
2047-01-22,2,5,4,3.63,9,1
2047-01-23,3,0,1,3.37,3,1
2047-01-24,4,2,2,1.93,5,0
2047-01-25,3,1,2,3.65,5,0
2047-01-26,6,2,2,4.7,2,0
2047-01-27,3,2,1,3.44,4,0
2047-01-28,3,0,1,2.56,6,0
2047-01-29,4,1,0,3.76,2,0
2047-01-30,2,2,1,1.69,5,0
2047-01-31,5,0,2,3.1,3,0
2047-02-01,5,0,2,2.12,2,0
2047-02-02,6,5,4,4.58,8,1
2047-02-03,6,5,3,3.13,9,1
2047-02-04,2,0,0,3.67,5,0
2047-02-05,7,0,2,4.83,3,0
2047-02-06,3,5,5,3.04,9,1
2047-02-07,3,0,0,1.64,5,0
2047-02-08,3,0,2,2.52,6,0
2047-02-09,5,4,3,2.71,10,1
2047-02-10,1,5,5,3.93,8,1
2047-02-11,4,2,0,3.57,5,0
2047-02-12,6,4,3,4.26,9,1
2047-02-13,4,1,1,1.56,4,0
2047-02-14,5,3,5,2.31,10,1
2047-02-15,10,3,5,1.97,10,1
2047-02-16,4,1,1,2.79,3,0
2047-02-17,3,2,1,3.53,2,0
2047-02-18,7,2,1,4.24,3,0
2047-02-19,4,1,0,4.7,3,0
2047-02-20,7,1,0,2.65,6,0
2047-02-21,6,1,1,2.67,6,0
2047-02-22,5,3,5,2.03,8,1
2047-02-23,5,3,4,4.0,8,1
2047-02-24,4,5,4,4.95,11,1
2047-02-25,2,2,0,3.27,2,0
2047-02-26,7,0,0,4.14,5,0
2047-02-27,4,0,1,2.04,5,1
2047-02-28,2,0,2,4.4,5,0
2047-03-01,3,4,4,2.59,9,1
2047-03-02,4,0,0,3.83,6,0
2047-03-03,9,2,2,4.08,3,0
2047-03-04,3,3,5,3.51,9,1
2047-03-05,5,2,2,4.79,5,0
2047-03-06,4,3,3,2.39,10,1
2047-03-07,3,3,4,4.62,9,1
2047-03-08,6,0,2,1.98,5,1
2047-03-09,5,2,2,4.15,4,0
2047-03-10,5,3,3,2.37,10,1
2047-03-11,3,1,2,2.66,2,0
2047-03-12,4,2,1,2.93,5,0
2047-03-13,6,2,1,1.67,2,0
2047-03-14,6,3,3,4.06,8,1
2047-03-15,2,1,2,3.96,6,0
2047-03-16,5,2,2,2.67,3,1
2047-03-17,5,2,1,2.69,5,0
2047-03-18,2,3,4,2.67,9,1
2047-03-19,3,1,2,3.02,4,1
2047-03-20,4,2,2,4.49,4,0
2047-03-21,3,2,1,1.88,2,0
2047-03-22,4,0,1,1.55,6,1
2047-03-23,6,2,1,4.38,3,0
2047-03-24,1,1,2,4.0,3,0
2047-03-25,3,0,0,4.31,4,0
2047-03-26,4,5,4,4.28,11,1
2047-03-27,6,4,3,1.97,10,1
2047-03-28,6,0,2,3.34,2,0
2047-03-29,2,1,1,4.88,6,0
2047-03-30,3,4,4,3.08,10,1
2047-03-31,3,5,4,2.21,11,1
2047-04-01,4,5,3,2.52,11,1
2047-04-02,3,5,3,2.22,10,1
2047-04-03,2,5,3,3.08,11,1
2047-04-04,3,3,5,2.22,11,1
2047-04-05,2,4,5,3.99,8,1
2047-04-06,6,0,0,1.68,4,0
2047-04-07,2,0,2,3.82,3,0
2047-04-08,1,1,1,1.86,5,0
2047-04-09,2,1,1,4.86,3,1
2047-04-10,6,2,0,1.95,5,0
2047-04-11,3,2,0,4.7,2,0
2047-04-12,7,5,3,2.87,10,1
2047-04-13,2,4,3,3.39,10,1
2047-04-14,4,0,1,2.18,2,0
2047-04-15,3,2,1,4.11,4,0
2047-04-16,3,1,0,2.52,2,0
2047-04-17,3,1,0,2.2,5,0
2047-04-18,0,1,0,2.53,4,0
2047-04-19,7,3,3,4.46,10,1
2047-04-20,2,2,1,2.51,6,0
2047-04-21,2,1,0,3.7,2,0
2047-04-22,5,5,4,1.6,9,1
2047-04-23,6,5,5,4.43,8,1
2047-04-24,2,5,4,2.17,10,1
2047-04-25,3,4,4,3.22,9,1
2047-04-26,2,1,0,4.55,6,0
2047-04-27,5,5,5,2.27,10,1
2047-04-28,5,5,4,3.23,10,1
2047-04-29,1,0,2,1.92,5,0
2047-04-30,3,3,3,4.21,9,1
2047-05-01,4,1,2,4.55,3,0
2047-05-02,3,2,2,2.89,6,0
2047-05-03,3,1,2,3.17,6,0
2047-05-04,8,2,1,4.6,4,0
2047-05-05,4,2,2,3.72,6,0
2047-05-06,3,2,2,4.84,5,0
2047-05-07,3,1,2,3.16,2,0
2047-05-08,5,5,3,2.33,8,1
2047-05-09,2,1,0,4.54,2,0
2047-05-10,2,5,4,1.66,10,1
2047-05-11,2,0,2,3.64,6,0
2047-05-12,5,0,2,2.49,5,0
2047-05-13,4,1,0,3.0,3,0
2047-05-14,4,0,2,3.99,4,0
2047-05-15,1,5,5,4.5,9,1
2047-05-16,3,3,4,3.73,10,1
2047-05-17,4,1,2,3.62,4,0
2047-05-18,3,4,4,3.05,9,1
2047-05-19,3,0,1,3.82,2,0
2047-05-20,4,0,1,2.62,6,0
2047-05-21,1,3,5,2.68,9,1
2047-05-22,3,0,1,3.29,4,0
2047-05-23,7,3,5,3.39,8,1
2047-05-24,3,2,1,3.76,5,0
2047-05-25,4,5,3,4.98,10,1
2047-05-26,5,2,0,1.73,4,0
2047-05-27,3,5,3,3.2,8,1
2047-05-28,3,1,2,3.45,5,0
2047-05-29,3,2,0,4.97,3,0
2047-05-30,1,0,1,2.14,2,0
2047-05-31,7,3,3,3.15,9,1
2047-06-01,9,3,3,4.35,9,1
2047-06-02,2,2,2,4.88,5,0
2047-06-03,4,4,3,2.52,11,1
2047-06-04,2,2,1,2.46,6,0
2047-06-05,6,0,0,4.28,2,0
2047-06-06,3,1,2,3.16,6,0
2047-06-07,6,0,1,3.73,5,0
2047-06-08,2,2,2,2.84,3,0
2047-06-09,2,2,0,2.18,2,0
2047-06-10,3,1,2,4.87,3,0
2047-06-11,6,1,1,1.63,4,0
2047-06-12,1,3,5,3.55,8,1
2047-06-13,3,1,1,4.8,6,0
2047-06-14,1,0,0,4.46,3,0
2047-06-15,4,2,1,1.88,6,0
2047-06-16,2,5,3,2.98,8,1
2047-06-17,5,2,2,4.04,4,1
2047-06-18,4,0,0,2.83,5,0
2047-06-19,2,2,0,2.13,6,0
2047-06-20,4,0,1,3.78,2,0
2047-06-21,8,0,1,4.88,5,0
2047-06-22,6,1,2,1.8,4,1
2047-06-23,3,2,2,4.18,2,0
2047-06-24,10,0,0,4.7,4,0
2047-06-25,3,1,2,2.7,3,0
2047-06-26,3,2,1,4.36,3,0
2047-06-27,4,0,0,4.49,4,0
2047-06-28,3,2,1,4.55,3,0
2047-06-29,3,5,3,3.72,10,1
2047-06-30,6,0,2,2.27,4,0
2047-07-01,8,1,1,3.58,6,0
2047-07-02,3,4,5,2.49,8,1
2047-07-03,4,0,2,3.36,6,0
2047-07-04,5,1,1,4.06,6,0
2047-07-05,1,0,1,4.31,5,0
2047-07-06,8,0,0,2.38,5,0
2047-07-07,2,2,1,4.96,3,0
2047-07-08,3,4,5,2.91,8,1
2047-07-09,5,1,0,1.77,3,0
2047-07-10,3,2,2,3.11,2,0
2047-07-11,4,0,0,3.22,6,0
2047-07-12,5,5,5,2.82,9,1
2047-07-13,2,1,0,4.2,4,0
2047-07-14,4,1,1,4.69,6,0
2047-07-15,5,1,2,3.47,6,0
2047-07-16,2,2,0,2.59,2,1
2047-07-17,1,3,3,1.8,11,1
2047-07-18,3,5,4,2.75,10,1
2047-07-19,5,4,4,2.97,10,1
2047-07-20,1,0,1,3.62,4,0
2047-07-21,8,0,2,4.42,4,0
2047-07-22,5,2,0,1.82,4,0
2047-07-23,4,3,4,3.29,8,1
2047-07-24,5,2,0,4.55,5,0
2047-07-25,0,2,1,1.86,2,0
2047-07-26,4,2,2,1.86,5,0
2047-07-27,5,2,0,1.52,2,0
2047-07-28,1,2,1,1.76,5,0
2047-07-29,2,2,1,1.51,2,0
2047-07-30,1,2,1,3.57,4,0
2047-07-31,4,2,0,4.12,3,0
2047-08-01,5,0,1,2.54,2,0
2047-08-02,2,3,3,4.63,9,1
2047-08-03,2,0,0,4.73,5,0
2047-08-04,1,2,2,2.76,4,1
2047-08-05,8,4,4,4.55,10,1
2047-08-06,2,2,1,1.51,2,0
2047-08-07,1,0,1,3.99,2,0
2047-08-08,6,0,1,3.88,5,0
2047-08-09,3,5,3,3.65,11,1
2047-08-10,6,1,2,2.7,6,0
2047-08-11,2,0,2,2.32,4,0
2047-08-12,2,0,1,4.84,6,0
2047-08-13,3,1,0,4.3,5,0
2047-08-14,5,0,1,3.76,5,0
2047-08-15,4,1,1,4.66,6,0
2047-08-16,6,0,2,4.52,4,0
2047-08-17,5,2,0,3.28,5,0
2047-08-18,6,5,3,3.96,11,1
2047-08-19,3,1,1,4.03,6,1
2047-08-20,1,2,0,2.36,3,0
2047-08-21,5,2,2,3.42,4,0
2047-08-22,4,2,0,4.28,5,0
2047-08-23,2,1,2,2.14,3,1
2047-08-24,6,2,0,3.22,2,0
2047-08-25,4,0,0,2.54,4,0
2047-08-26,2,0,1,2.03,4,0
2047-08-27,3,4,5,1.51,11,1
2047-08-28,3,1,0,2.95,3,0
2047-08-29,1,2,2,2.26,3,0
2047-08-30,8,2,1,4.34,5,1
2047-08-31,1,2,2,4.59,4,0
2047-09-01,5,2,1,2.52,3,0
2047-09-02,6,2,2,2.43,3,0
2047-09-03,2,4,4,4.22,10,1
2047-09-04,3,2,1,4.72,4,0
2047-09-05,0,2,0,3.9,3,0
2047-09-06,5,5,5,3.78,9,1
2047-09-07,1,2,2,4.09,5,0
2047-09-08,3,1,0,4.38,2,1
2047-09-09,5,0,1,4.21,2,0
2047-09-10,5,5,4,3.7,11,1
2047-09-11,5,2,1,1.99,3,0
2047-09-12,3,1,0,3.36,2,1
2047-09-13,6,4,5,3.01,10,1
2047-09-14,3,2,1,1.89,6,0
2047-09-15,1,3,5,2.71,10,1
2047-09-16,4,1,0,4.13,4,0
2047-09-17,3,5,3,3.21,9,1
2047-09-18,1,5,3,4.51,8,1
2047-09-19,4,2,1,2.24,4,0
2047-09-20,6,2,2,3.57,6,0
2047-09-21,5,1,1,4.22,5,0
2047-09-22,8,2,0,2.26,2,0
2047-09-23,6,5,4,4.88,9,1
2047-09-24,6,5,3,1.89,11,1
2047-09-25,5,5,4,4.19,10,1
2047-09-26,4,3,3,1.9,9,1
2047-09-27,8,0,1,4.56,6,0
2047-09-28,4,0,1,1.52,4,0
2047-09-29,3,2,1,1.7,3,0
2047-09-30,3,0,0,1.78,5,0
2047-10-01,7,4,3,1.51,9,1
2047-10-02,3,2,2,2.0,4,0
2047-10-03,5,0,0,4.26,6,0
2047-10-04,1,3,4,2.55,9,1
2047-10-05,5,1,1,4.03,5,0
2047-10-06,3,0,2,2.32,2,0
2047-10-07,5,5,5,2.14,8,1
2047-10-08,2,5,4,4.75,10,1
2047-10-09,4,1,2,2.04,4,0
2047-10-10,3,1,1,1.52,6,0
2047-10-11,4,2,1,2.21,6,0
2047-10-12,7,3,4,3.6,9,1
2047-10-13,5,3,3,1.89,10,1
2047-10-14,4,3,3,3.14,10,1
2047-10-15,3,1,1,4.19,3,0
2047-10-16,7,0,2,3.34,6,0
2047-10-17,7,3,3,3.12,10,1
2047-10-18,3,0,0,3.67,2,0
2047-10-19,5,0,2,4.01,3,0
2047-10-20,4,0,2,1.75,6,0
2047-10-21,6,2,0,1.87,4,0
2047-10-22,3,0,1,1.55,5,0
2047-10-23,5,5,5,2.68,9,1
2047-10-24,4,5,3,3.84,10,1
2047-10-25,3,4,4,3.42,10,1
2047-10-26,2,4,5,4.6,8,1
2047-10-27,2,2,1,2.01,4,0
2047-10-28,1,3,5,2.06,11,1
2047-10-29,8,0,1,2.61,6,0
2047-10-30,4,1,0,2.73,3,0
2047-10-31,5,1,0,3.04,2,1
2047-11-01,3,4,3,4.28,10,1
2047-11-02,3,0,0,2.67,6,0
2047-11-03,2,5,3,3.38,9,1
2047-11-04,6,2,1,3.74,5,0
2047-11-05,3,5,5,4.08,11,1
2047-11-06,3,5,4,3.85,9,1
2047-11-07,4,2,2,2.33,2,0
2047-11-08,2,2,0,2.63,6,0
2047-11-09,4,1,1,3.25,5,0
2047-11-10,6,2,0,2.2,5,0
2047-11-11,5,1,2,1.65,6,0
2047-11-12,4,4,5,2.56,10,1
2047-11-13,6,2,2,4.55,5,1
2047-11-14,5,1,2,2.75,6,0
2047-11-15,2,2,0,2.02,3,0
2047-11-16,5,1,2,3.49,6,0
2047-11-17,3,2,0,4.67,6,0
2047-11-18,5,1,1,2.61,5,0
2047-11-19,6,0,2,4.52,3,0
2047-11-20,3,2,0,4.42,6,0
2047-11-21,6,0,2,2.73,3,1
2047-11-22,4,3,3,4.82,11,1
2047-11-23,5,2,0,3.13,4,1
2047-11-24,5,1,2,1.73,4,0
2047-11-25,2,0,1,3.81,2,0
2047-11-26,3,5,4,2.5,10,1
2047-11-27,3,2,1,3.29,6,0
2047-11-28,3,4,3,1.62,11,1
2047-11-29,6,1,2,4.7,3,0
2047-11-30,3,1,1,3.66,6,0
2047-12-01,4,2,0,3.72,6,0
2047-12-02,3,4,4,2.04,8,1
2047-12-03,6,4,5,2.9,9,1
2047-12-04,5,2,0,4.93,6,0
2047-12-05,4,3,4,4.59,10,1
2047-12-06,3,0,1,4.44,6,1
2047-12-07,4,3,3,3.48,11,1
2047-12-08,3,0,0,4.34,4,0
2047-12-09,9,1,1,4.65,6,0
2047-12-10,3,2,0,4.84,2,0
2047-12-11,3,5,5,2.03,9,1
2047-12-12,4,2,1,3.53,3,0
2047-12-13,3,0,1,2.54,6,0
2047-12-14,5,0,1,3.64,4,0
2047-12-15,5,0,1,2.64,3,0
2047-12-16,2,5,5,4.84,8,1
2047-12-17,3,0,0,4.52,3,0
2047-12-18,4,1,1,2.95,5,0
2047-12-19,4,2,2,2.54,4,0
2047-12-20,6,1,0,2.74,3,0
2047-12-21,6,2,1,3.58,5,0
2047-12-22,6,4,5,3.05,10,1
2047-12-23,5,0,0,3.25,5,0
2047-12-24,3,5,5,3.42,10,1
2047-12-25,2,0,0,2.46,6,0
2047-12-26,3,4,4,1.5,9,1
2047-12-27,3,1,0,2.47,5,0
2047-12-28,1,4,3,2.15,10,1
2047-12-29,2,2,1,2.47,2,0
2047-12-30,7,2,2,4.18,6,0
2047-12-31,2,2,0,2.57,2,0
2048-01-01,2,2,2,4.79,3,0
2048-01-02,4,2,1,2.48,2,0
2048-01-03,6,1,2,4.28,3,0
2048-01-04,5,1,0,2.87,3,0
2048-01-05,8,3,3,1.58,8,1
2048-01-06,3,5,5,3.22,8,1
2048-01-07,3,4,5,2.43,9,1
2048-01-08,6,4,3,1.87,8,1
2048-01-09,6,0,1,1.68,6,0
2048-01-10,5,1,1,3.77,5,0
2048-01-11,5,2,0,3.3,3,0
2048-01-12,2,4,5,3.34,11,1
2048-01-13,5,0,1,2.76,3,0
2048-01-14,6,2,2,2.91,4,0
2048-01-15,2,0,2,1.96,6,0
2048-01-16,4,4,3,1.97,10,1
2048-01-17,2,4,5,3.22,10,1
2048-01-18,3,3,4,2.06,10,1
2048-01-19,5,3,5,2.75,9,1
2048-01-20,2,2,0,4.83,4,0
2048-01-21,8,4,3,2.52,8,1
2048-01-22,5,0,0,3.94,6,0
2048-01-23,8,0,1,3.59,3,0
2048-01-24,3,3,4,3.77,9,1
2048-01-25,5,1,2,3.36,6,0
2048-01-26,2,0,2,2.85,4,0
2048-01-27,8,1,2,3.32,2,1
2048-01-28,1,2,1,4.63,5,1
2048-01-29,1,1,0,4.7,5,0
2048-01-30,8,2,2,4.19,5,0
2048-01-31,2,0,2,3.24,3,0
2048-02-01,2,3,5,4.07,9,1
2048-02-02,6,2,0,2.8,2,0
2048-02-03,7,0,0,3.94,4,0
2048-02-04,2,1,1,3.65,4,0
2048-02-05,8,5,3,3.59,11,1
2048-02-06,4,3,5,3.01,10,1
2048-02-07,5,5,3,3.28,10,1
2048-02-08,2,1,0,1.74,4,1
2048-02-09,8,0,2,3.55,4,0
2048-02-10,6,1,1,1.64,3,0
2048-02-11,8,0,2,3.21,4,0
2048-02-12,6,5,5,1.91,11,1
2048-02-13,7,5,4,2.51,11,1
2048-02-14,4,1,0,3.24,2,0
2048-02-15,6,1,0,3.52,2,0
2048-02-16,6,3,4,3.58,11,1
2048-02-17,2,0,0,1.97,3,0
2048-02-18,3,3,5,2.96,9,1
2048-02-19,3,0,1,2.99,2,0
2048-02-20,2,1,0,3.33,2,0
2048-02-21,5,2,0,2.25,2,1
2048-02-22,1,1,0,2.47,5,0
2048-02-23,2,5,3,2.25,11,1
2048-02-24,4,2,1,2.97,4,1
2048-02-25,4,2,0,2.26,2,0
2048-02-26,2,0,2,3.14,5,0
2048-02-27,5,3,3,3.57,9,1
2048-02-28,3,5,5,2.43,8,1
2048-02-29,8,2,0,2.91,3,0
2048-03-01,6,3,3,4.84,9,1
2048-03-02,8,4,3,3.78,11,1
2048-03-03,6,0,2,4.79,6,0
2048-03-04,10,4,4,4.93,9,1
2048-03-05,3,4,3,2.8,10,1
2048-03-06,1,1,0,3.9,6,0
2048-03-07,2,3,5,1.83,8,1
2048-03-08,3,5,5,2.5,8,1
2048-03-09,3,5,3,2.09,9,1
2048-03-10,7,0,1,4.81,2,0
2048-03-11,4,2,1,1.61,3,0
2048-03-12,2,2,0,2.37,2,0
2048-03-13,4,1,1,3.57,4,0
2048-03-14,2,4,4,4.87,11,1
2048-03-15,3,1,2,4.42,5,0
2048-03-16,2,2,0,3.31,3,0
2048-03-17,7,1,1,4.89,3,0
2048-03-18,6,1,2,2.76,4,0
2048-03-19,3,5,4,3.88,11,1
2048-03-20,7,0,0,3.17,6,1
2048-03-21,2,3,4,4.44,10,1
2048-03-22,2,1,1,4.66,3,0
2048-03-23,3,5,3,4.43,11,1
2048-03-24,6,1,1,4.96,2,0
2048-03-25,5,1,1,4.28,6,0
2048-03-26,6,1,0,3.9,2,0
2048-03-27,7,4,3,4.44,8,1
2048-03-28,3,1,1,3.7,5,1
2048-03-29,4,2,2,2.94,4,0
2048-03-30,2,1,2,3.93,6,0
2048-03-31,9,2,0,3.75,2,0
2048-04-01,7,4,4,3.78,8,1
2048-04-02,2,1,1,3.54,5,0
2048-04-03,4,2,1,3.34,3,0
2048-04-04,2,2,0,3.73,6,0
2048-04-05,3,1,2,2.07,4,1
2048-04-06,5,3,5,2.93,10,1
2048-04-07,4,5,3,1.81,11,1
2048-04-08,4,1,1,2.24,2,0
2048-04-09,2,0,1,4.58,5,0
2048-04-10,3,0,0,4.96,2,0
2048-04-11,5,2,1,4.66,2,0
2048-04-12,4,4,3,4.52,10,1
2048-04-13,3,2,2,3.42,3,0
2048-04-14,3,1,2,2.69,6,0
2048-04-15,3,4,3,2.69,10,1
2048-04-16,6,3,4,2.08,9,1
2048-04-17,2,3,4,1.96,8,1
2048-04-18,2,0,0,3.91,3,0
2048-04-19,6,5,5,2.33,10,1
2048-04-20,5,3,5,3.95,8,1
2048-04-21,2,2,2,1.65,2,0
2048-04-22,2,2,0,3.56,3,0
2048-04-23,6,4,5,2.19,9,1
2048-04-24,5,2,1,4.17,3,1
2048-04-25,2,0,2,4.03,2,0
2048-04-26,5,5,4,2.56,9,1
2048-04-27,7,0,2,2.15,5,1
2048-04-28,5,0,0,2.32,5,1
2048-04-29,4,1,1,3.07,2,0
2048-04-30,6,4,3,2.33,8,1
2048-05-01,8,0,1,4.62,3,0
2048-05-02,2,5,5,4.5,9,1
2048-05-03,2,1,2,2.2,2,0
2048-05-04,2,1,0,3.14,5,0
2048-05-05,7,5,5,4.3,8,1
2048-05-06,6,2,1,4.35,2,0
2048-05-07,6,3,5,1.52,9,1
2048-05-08,4,1,2,2.12,4,1
2048-05-09,5,2,1,4.61,2,0
2048-05-10,1,2,2,3.94,5,0
2048-05-11,6,2,2,2.83,2,0
2048-05-12,7,1,0,4.73,6,0
2048-05-13,4,1,1,4.26,3,0
2048-05-14,8,0,2,1.64,6,0
2048-05-15,2,1,2,4.92,5,0
2048-05-16,4,4,4,3.95,11,1
2048-05-17,8,4,3,1.99,11,1
2048-05-18,3,2,1,3.32,2,0
2048-05-19,3,4,5,2.78,9,1
2048-05-20,1,1,1,1.96,3,0
2048-05-21,7,3,5,4.2,9,1
2048-05-22,6,5,4,3.21,9,1
2048-05-23,2,4,4,1.75,8,1
2048-05-24,2,5,5,2.01,8,1
2048-05-25,6,1,2,3.61,4,0
2048-05-26,5,2,2,2.13,3,0
2048-05-27,3,2,2,1.94,3,0
2048-05-28,2,0,2,2.11,3,0
2048-05-29,3,1,0,3.63,4,0
2048-05-30,6,2,1,4.63,2,0
2048-05-31,2,0,0,2.53,3,0
2048-06-01,4,2,0,4.13,2,0
2048-06-02,4,5,5,2.37,10,1
2048-06-03,3,5,3,4.13,9,1
2048-06-04,3,1,1,2.68,6,0
2048-06-05,3,0,2,2.35,5,0
2048-06-06,4,4,4,2.32,8,1
2048-06-07,2,0,2,3.29,3,0
2048-06-08,6,1,0,4.99,6,0
2048-06-09,1,5,4,2.09,9,1
2048-06-10,4,0,2,2.65,5,0
2048-06-11,3,0,2,4.51,2,0
2048-06-12,6,2,2,2.03,2,0
2048-06-13,3,2,1,2.32,6,0
2048-06-14,0,2,2,4.51,3,0
2048-06-15,1,2,1,1.93,5,0
2048-06-16,7,5,5,3.17,11,1
2048-06-17,5,2,2,2.03,2,0
2048-06-18,4,0,0,3.16,4,1
2048-06-19,3,1,1,2.94,3,1
2048-06-20,7,2,1,1.82,4,0
2048-06-21,1,0,1,4.49,5,0
2048-06-22,4,5,5,4.21,9,1
2048-06-23,6,3,4,3.83,9,1
2048-06-24,3,0,0,4.1,5,0
2048-06-25,7,2,0,2.39,4,0
2048-06-26,8,2,2,3.31,4,1
2048-06-27,2,1,1,2.91,4,0
2048-06-28,6,3,5,1.86,11,1
2048-06-29,4,5,3,1.57,11,1
2048-06-30,4,1,2,4.92,2,0
2048-07-01,1,0,2,1.71,2,0
2048-07-02,2,2,2,2.1,4,0
2048-07-03,4,2,0,2.59,4,0
2048-07-04,4,1,2,3.8,3,1
2048-07-05,3,1,2,4.61,3,0
2048-07-06,2,1,1,1.73,5,0
2048-07-07,4,1,1,1.88,6,0
2048-07-08,5,4,5,4.98,9,1
2048-07-09,2,0,2,3.23,2,1
2048-07-10,10,3,4,2.27,11,1
2048-07-11,4,2,0,2.98,4,0
2048-07-12,3,5,5,1.63,10,1
2048-07-13,3,1,1,4.75,6,0
2048-07-14,4,5,4,4.3,8,1
2048-07-15,3,1,1,4.93,2,0
2048-07-16,9,2,2,2.88,2,0
2048-07-17,3,3,3,4.5,8,1
2048-07-18,7,4,5,2.96,11,1
2048-07-19,1,5,5,1.67,8,1
2048-07-20,7,1,1,3.05,4,0
2048-07-21,2,0,2,3.3,4,0
2048-07-22,2,1,1,4.72,5,0
2048-07-23,2,2,2,4.3,4,0
2048-07-24,9,1,2,2.21,3,0
2048-07-25,4,1,2,3.02,6,0
2048-07-26,4,1,2,4.5,3,0
2048-07-27,8,4,4,3.55,10,1
2048-07-28,1,1,1,2.18,4,0
2048-07-29,6,0,0,3.37,5,0
2048-07-30,5,2,2,2.66,6,0
2048-07-31,2,0,1,2.24,5,0
2048-08-01,5,1,0,5.0,2,0
2048-08-02,3,3,5,3.99,11,1
2048-08-03,4,1,1,2.02,6,0
2048-08-04,1,2,1,3.13,2,0
2048-08-05,5,2,0,4.01,6,1
2048-08-06,5,5,4,3.04,11,1
2048-08-07,3,1,1,4.82,3,0
2048-08-08,4,5,4,3.4,10,1
2048-08-09,2,2,2,3.87,3,0
2048-08-10,8,4,5,3.32,10,1
2048-08-11,2,2,1,3.67,3,0
2048-08-12,7,2,0,4.45,2,0
2048-08-13,3,2,0,2.73,4,0
2048-08-14,3,3,3,4.53,10,1
2048-08-15,0,1,2,2.28,4,0
2048-08-16,3,2,1,1.57,4,0
2048-08-17,8,2,1,2.84,6,0
2048-08-18,4,0,1,4.24,6,0
2048-08-19,2,3,5,2.67,9,1
2048-08-20,3,1,0,3.51,5,0
2048-08-21,1,2,1,1.65,6,0
2048-08-22,5,1,1,4.88,3,0
2048-08-23,2,0,0,4.45,2,0
2048-08-24,4,1,0,3.27,4,0
2048-08-25,4,2,0,3.42,5,1
2048-08-26,2,2,1,3.98,6,0
2048-08-27,4,3,5,3.78,10,1
2048-08-28,1,1,0,2.73,4,0
2048-08-29,2,0,0,4.76,5,1
2048-08-30,4,1,1,4.23,4,0
2048-08-31,2,1,2,3.24,4,1
2048-09-01,5,0,1,3.89,4,0
2048-09-02,3,0,2,2.55,6,0
2048-09-03,3,4,4,3.72,11,1
2048-09-04,2,3,4,3.28,10,1
2048-09-05,6,1,0,2.42,2,0
2048-09-06,4,1,0,4.31,2,0
2048-09-07,1,2,2,3.2,3,0
2048-09-08,4,4,4,3.31,8,1
2048-09-09,5,0,1,3.04,6,0
2048-09-10,5,1,0,1.94,2,0
2048-09-11,9,1,1,4.23,4,0
2048-09-12,3,1,1,4.99,2,0
2048-09-13,7,2,1,2.52,2,0
2048-09-14,3,0,2,3.59,6,0
2048-09-15,3,0,1,2.2,5,0
2048-09-16,7,1,0,4.96,4,0
2048-09-17,4,0,1,4.91,3,0
2048-09-18,3,3,4,2.11,10,1
2048-09-19,1,2,2,3.57,5,0
2048-09-20,6,4,5,2.84,11,1
2048-09-21,3,3,4,2.37,9,1
2048-09-22,3,4,5,1.81,10,1
2048-09-23,4,2,2,3.53,5,0
2048-09-24,4,4,3,1.98,8,1
2048-09-25,7,2,1,4.49,6,0
2048-09-26,6,3,5,2.43,8,1
2048-09-27,4,1,1,1.93,4,0
2048-09-28,7,1,0,4.13,2,0
2048-09-29,5,1,2,2.35,5,0
2048-09-30,7,2,2,4.53,4,0
2048-10-01,6,1,1,2.7,2,0
2048-10-02,5,0,1,3.01,2,0
2048-10-03,5,4,3,2.54,9,1
2048-10-04,3,2,2,4.04,5,1
2048-10-05,3,5,4,2.03,11,1
2048-10-06,3,1,1,1.94,2,0
2048-10-07,6,0,1,2.05,2,0
2048-10-08,6,0,1,2.83,6,0
